timestamp,open,high,low,close,volume,MA_short,MA_long,signal
2025-07-26 04:00:00,117489.07,117560.71,117413.98,117496.0,35.78983,117427.58,116829.34733333332,1
2025-07-26 05:00:00,117495.99,117566.31,117411.89,117446.66,30.55403,117417.714,116994.79199999999,1
2025-07-26 06:00:00,117446.65,117458.69,117327.29,117350.71,21.3335,117457.11000000002,117098.59533333335,1
2025-07-26 07:00:00,117350.72,117384.7,117304.47,117304.47,18.59158,117420.55,117173.89666666668,1
2025-07-26 08:00:00,117304.47,117655.26,117304.46,117554.21,35.57018,117430.41,117272.444,1
2025-07-26 09:00:00,117554.21,117625.59,117458.01,117570.59,38.29935,117445.32800000001,117344.37333333332,1
2025-07-26 10:00:00,117570.59,118197.49,117545.1,117981.21,67.6766,117552.23800000001,117430.16066666668,1
2025-07-26 11:00:00,117981.21,118080.57,117776.11,117776.11,66.01034,117637.318,117477.896,1
2025-07-26 12:00:00,117776.11,118019.77,117771.23,117918.01,49.42713,117760.026,117529.89199999999,1
2025-07-26 13:00:00,117914.17,118249.02,117824.88,118125.24,67.11029,117874.232,117586.24266666666,1
2025-07-26 14:00:00,118125.22,177320.04,117968.0,118065.54,63.51251,117973.222,117615.37666666666,1
2025-07-26 15:00:00,118064.99,118212.15,115950.25,118130.11,62.98542,118003.00200000001,117657.65133333333,1
2025-07-26 16:00:00,118130.09,118270.64,117904.06,118081.18,85.58435,118064.01599999999,117719.48133333333,1
2025-07-26 17:00:00,118081.18,118274.45,117900.0,118039.99,64.82841,118088.41199999998,117756.32933333333,1
2025-07-26 18:00:00,118039.98,118150.0,117862.21,118095.15,64.92057,118082.394,117795.67866666666,1
2025-07-26 19:00:00,118095.16,118342.59,117999.01,118232.11,37.04495,118115.70800000001,117844.75266666667,1
2025-07-26 20:00:00,118232.12,118236.82,117875.21,117977.24,61.47438,118085.134,117880.12466666667,1
2025-07-26 21:00:00,118004.37,118073.7,117740.52,118073.7,60.69048,118083.638,117928.32400000001,1
2025-07-26 22:00:00,118073.7,118329.31,115039.28,118007.02,96.84758,118077.044,117975.16066666666,1
2025-07-26 23:00:00,118007.03,118034.42,117867.14,117905.0,38.13195,118039.01400000001,117998.54666666666,1
2025-07-27 00:00:00,117904.78,117980.22,117825.0,117923.28,46.64614,117977.24799999999,118022.05933333334,-1
2025-07-27 01:00:00,117919.41,118200.0,117883.54,118102.0,38.05197,118002.2,118030.112,-1
2025-07-27 02:00:00,118102.01,118310.34,117963.0,118271.88,41.70503,118041.83600000001,118063.16333333333,-1
2025-07-27 03:00:00,118309.99,118313.04,118086.47,118182.83,30.34047,118076.99799999999,118080.818,-1
2025-07-27 04:00:00,118185.29,118288.91,118147.77,118213.16,41.07938,118138.63,118086.67933333333,1
2025-07-27 05:00:00,118215.09,118300.0,118160.01,118263.8,39.0496,118206.73399999998,118099.89666666667,1
2025-07-27 06:00:00,118263.79,177718.51,118202.1,118263.4,33.22704,118239.014,118108.78266666667,1
2025-07-27 07:00:00,118263.4,118263.4,30000.0,118095.95,29.86081,118203.82800000001,118109.76733333334,1
2025-07-27 08:00:00,118095.95,118143.0,117895.19,117950.48,29.00829,118157.35800000001,118103.8,1
2025-07-27 09:00:00,117950.48,118098.81,117700.0,117929.82,37.12083,118100.68999999999,118092.778,1
2025-07-27 10:00:00,117935.09,118288.7,117843.7,118192.3,46.96224,118086.38999999998,118090.124,-1
2025-07-27 11:00:00,118192.3,118251.63,118049.66,118054.16,46.18653,118044.54199999999,118095.25200000001,-1
2025-07-27 12:00:00,118051.1,118103.82,117865.33,118100.29,49.94886,118045.41,118097.02466666668,-1
2025-07-27 13:00:00,118106.0,118215.0,118085.87,118201.99,51.35701,118095.71200000001,118110.02266666667,-1
2025-07-27 14:00:00,118202.0,118499.0,118149.42,118420.52,73.72321,118193.852,118144.39066666667,1
2025-07-27 15:00:00,118420.52,118588.0,118236.85,118576.42,89.39539,118270.676,118187.93333333333,1
2025-07-27 16:00:00,118576.42,119730.02,118572.02,119013.61,102.04028,118462.56600000002,118248.70733333332,1
2025-07-27 17:00:00,119013.61,570299.61,118250.0,119196.6,87.86932,118681.82800000001,118310.35533333334,1
2025-07-27 18:00:00,119196.6,119364.59,96500.0,119039.88,93.72401,118849.406,118367.49200000001,1
2025-07-27 19:00:00,119039.88,123492.37,118792.46,118953.82,77.93735,118956.06599999999,118416.86933333334,1
2025-07-27 20:00:00,118960.01,123421.01,118728.28,118746.67,68.33575,118990.116,118449.06066666667,1
2025-07-27 21:00:00,118746.58,126824.33,118620.75,119235.09,71.73312,119034.41200000001,118513.84,1
2025-07-27 22:00:00,119235.1,120517.18,119235.08,119497.5,75.71493,119094.59200000002,118607.27666666666,1
2025-07-27 23:00:00,119496.7,120517.18,119208.52,119398.15,83.21485,119166.246,118703.788,1
2025-07-28 00:00:00,119402.31,119870.57,119137.82,119298.42,94.44752,119235.166,118795.02799999999,1
2025-07-28 01:00:00,119298.42,119641.93,118939.19,119029.06,87.74598,119291.644,118850.812,1
2025-07-28 02:00:00,119021.12,200000.0,119021.12,119402.44,103.23776,119325.11400000002,118940.69733333333,1
2025-07-28 03:00:00,119402.44,119504.43,119153.05,119268.08,82.00962,119279.23000000001,119018.55,1
2025-07-28 04:00:00,119268.08,150100.0,119021.12,119218.4,90.92814,119243.28,119086.31066666666,1
2025-07-28 05:00:00,119218.05,119699.98,118749.51,119553.4,98.69625,119294.276,119161.83599999998,1
2025-07-28 06:00:00,119553.39,119685.58,119367.81,119448.02,53.79718,119378.068,119219.94266666665,1
2025-07-28 07:00:00,119448.03,119448.04,24000.0,118905.6,82.80161,119278.7,119212.742,1
2025-07-28 08:00:00,118900.77,119167.08,118688.09,119102.69,77.6617,119245.622,119206.48133333333,1
2025-07-28 09:00:00,119102.69,119102.69,118704.01,118936.31,56.71505,119189.204,119199.57666666666,-1
2025-07-28 10:00:00,118936.31,118953.53,118632.83,118741.06,51.74753,119026.73599999999,119185.39266666668,-1
2025-07-28 11:00:00,118741.06,118861.72,118496.88,118832.0,75.53852,118903.53199999998,119191.08133333334,-1
2025-07-28 12:00:00,118831.99,570299.61,118766.4,118829.17,103.41976,118888.246,119164.02,-1
2025-07-28 13:00:00,118829.17,118984.61,30000.0,118389.75,101.65776,118745.65800000001,119090.17,-1
2025-07-28 14:00:00,118362.91,570299.61,31211.79,117954.3,98.67415,118549.25600000001,118993.91333333333,-1
2025-07-28 15:00:00,117963.74,570299.61,29793.75,118184.03,101.49427,118437.85,118919.62066666667,-1
2025-07-28 16:00:00,118177.87,118569.87,117858.77,118039.21,96.41099,118279.29199999999,118853.63066666666,-1
2025-07-28 17:00:00,118031.98,565632.76,32968.15,117663.9,129.88612,118046.23800000001,118737.72799999999,-1
2025-07-28 18:00:00,117663.9,570299.61,25046.83,117781.13,120.99671,117924.51400000001,118638.598,-1
2025-07-28 19:00:00,117776.56,118216.64,117556.43,117964.0,104.46107,117926.454,118554.97133333333,-1
2025-07-28 20:00:00,117964.01,129848.98,117432.04,118000.01,99.49611,117889.65,118451.41200000001,-1
2025-07-28 21:00:00,118000.01,118408.99,27352.97,117964.15,89.118,117874.63799999999,118352.48733333334,-1
2025-07-28 22:00:00,117963.67,118250.16,114580.61,117842.0,78.88356,117910.258,118281.58066666666,-1
2025-07-28 23:00:00,117842.0,118173.45,117830.19,118049.02,84.94717,117963.83600000001,118211.336,-1
2025-07-29 00:00:00,118047.79,118424.0,117008.74,117962.83,86.80249,117963.602,118146.43733333334,-1
2025-07-29 01:00:00,117962.83,118245.36,117582.99,117786.43,62.35985,117920.88599999998,118082.79533333333,-1
2025-07-29 02:00:00,117784.79,118100.78,117455.56,118100.02,70.06419,117948.05999999998,118033.99666666666,-1
2025-07-29 03:00:00,118100.02,118923.92,117851.31,118749.1,76.64669,118129.48000000001,118028.65866666667,1
2025-07-29 04:00:00,118760.58,118796.63,118416.67,118429.54,68.87964,118205.584,118031.31133333333,1
2025-07-29 05:00:00,118429.54,118856.58,118412.11,118793.84,69.50499,118371.786,118087.28066666666,1
2025-07-29 06:00:00,118795.17,119090.5,118628.35,118766.75,76.62615,118567.85,118126.12866666666,1
2025-07-29 07:00:00,118766.75,119272.73,118753.4,118877.54,71.44633,118723.354,118182.01733333334,1
2025-07-29 08:00:00,118877.54,119072.45,118764.86,118859.35,67.16295,118745.40400000001,118261.71399999999,1
2025-07-29 09:00:00,118859.28,119040.4,118758.98,118784.8,69.29374,118816.456,118328.62533333333,1
2025-07-29 10:00:00,118784.8,118881.83,118312.54,118316.01,79.34715,118720.88999999998,118352.09266666666,1
2025-07-29 11:00:00,118318.56,118596.19,118166.57,118596.19,82.37837,118686.778,118391.83799999999,1
2025-07-29 12:00:00,118592.33,119075.31,118456.41,118916.2,89.3256,118694.51000000001,118455.308,1
2025-07-29 13:00:00,118916.19,119000.54,118562.19,118586.21,81.99818,118639.88200000001,118504.922,1
2025-07-29 14:00:00,118586.22,118615.01,117467.51,117906.88,98.43037,118464.298,118495.446,-1
2025-07-29 15:00:00,117911.37,117921.26,117298.44,117382.31,95.29937,118277.558,118456.74466666667,-1
2025-07-29 16:00:00,117382.29,117730.54,117036.67,117687.33,91.24216,118095.786,118450.138,-1
2025-07-29 17:00:00,117657.15,118057.05,117657.15,117769.82,95.17466,117866.51000000001,118428.12466666667,-1
2025-07-29 18:00:00,117769.82,117813.53,117488.0,117600.93,88.25634,117669.454,118351.58,-1
2025-07-29 19:00:00,117601.51,118018.27,62050.0,117577.16,96.52702,117603.51000000001,118294.75466666667,-1
2025-07-29 20:00:00,117561.92,117807.5,117106.23,117393.0,95.609,117605.648,118201.36533333334,-1
2025-07-29 21:00:00,117369.52,117640.0,117192.48,117632.98,66.69917,117594.778,118125.78066666666,-1
2025-07-29 22:00:00,117632.97,117851.27,117459.0,117846.21,60.28028,117610.05600000001,118057.02533333332,-1
2025-07-29 23:00:00,117846.43,117964.0,117655.61,117946.02,44.87256,117679.074,117996.13666666667,-1
2025-07-30 00:00:00,117950.02,117981.03,117540.27,117739.03,58.54479,117711.448,117926.41866666666,-1
2025-07-30 01:00:00,117738.52,117999.47,117442.42,117862.84,71.6906,117805.416,117896.20733333334,-1
2025-07-30 02:00:00,117862.85,118200.0,117672.21,118024.1,82.34127,117883.63999999998,117858.068,1
2025-07-30 03:00:00,118024.11,118233.08,117900.0,118161.87,55.72607,117946.772,117807.77933333332,1
2025-07-30 04:00:00,118161.87,118275.17,117955.48,117996.53,57.56126,117956.874,117768.46733333333,1
2025-07-30 05:00:00,117993.52,118080.76,117683.58,117992.25,69.51354,118007.518,117774.15866666667,1
2025-07-30 06:00:00,117992.26,118333.7,117975.14,118318.17,64.67924,118098.584,117836.54933333333,1
2025-07-30 07:00:00,118310.17,118513.14,118120.79,118122.22,69.29496,118118.20800000001,117865.54199999999,1
2025-07-30 08:00:00,118122.22,118480.26,117953.51,118432.99,74.34538,118172.432,117909.75333333334,1
2025-07-30 09:00:00,118422.89,118500.0,62050.0,118115.05,76.11715,118196.13600000001,117944.02799999999,1
2025-07-30 10:00:00,118117.92,119455.72,62050.0,118219.99,14.6241,118241.68400000001,117986.88333333333,1
2025-07-30 11:00:00,117921.25,456972.83,22684.23,117618.3,8.0289,118101.71,118001.90333333334,1
2025-07-30 12:00:00,118507.8,394594.61,30000.0,117801.0,6.12757,118037.46600000001,118013.10466666667,1
2025-07-30 13:00:00,117800.89,139787.1,108504.27,117840.3,16.39653,117918.928,118012.71066666668,-1
2025-07-30 14:00:00,117840.3,136124.91,80000.0,118651.97,16.01602,118026.31199999999,118059.774,-1
2025-07-30 15:00:00,118018.65,133869.35,49865.0,117984.26,13.57439,117979.166,118076.12266666668,-1
2025-07-30 16:00:00,117984.25,117984.26,115301.67,117713.05,7.04387,117998.116,118066.13666666667,-1
2025-07-30 17:00:00,117713.05,118881.19,116883.61,117802.1,8.42992,117998.33600000001,118051.33666666667,-1
2025-07-30 18:00:00,117802.1,118266.09,30000.0,116771.26,5.99589,117784.528,117958.62933333333,-1
2025-07-30 19:00:00,116936.05,117429.82,112940.26,116231.95,11.56925,117300.524,117840.99066666666,-1
2025-07-30 20:00:00,116124.52,116902.01,112636.27,116875.6,10.5097,117078.79199999999,117766.54733333334,-1
2025-07-30 21:00:00,116902.01,118643.71,111974.32,116283.56,11.39608,116792.894,117630.90666666668,-1
2025-07-30 22:00:00,116283.56,119085.59,114248.5,118196.2,8.10879,116871.714,117635.83866666668,-1
2025-07-30 23:00:00,119048.4,134135.62,85132.77,118992.68,9.57664,117315.99799999999,117673.15133333333,-1
2025-07-31 00:00:00,119469.6,456972.83,69021.68,117605.29,12.02757,117590.666,117639.16733333333,-1
2025-07-31 01:00:00,117055.57,515410.66,30133.32,118055.33,14.80468,117826.61200000001,117628.19,1
2025-07-31 02:00:00,118056.49,146561.97,25200.0,115738.07,31.52079,117717.51400000001,117502.84133333334,1
2025-07-31 03:00:00,115738.07,200000.0,50153.37,118436.51,34.26368,117765.576,117545.20866666666,1
2025-07-31 04:00:00,118224.26,167954.5,115800.0,117314.82,9.06863,117430.004,117510.17666666667,-1
2025-07-31 05:00:00,117908.49,127813.48,109531.19,121939.06,14.00689,118296.758,117729.316,1
2025-07-31 06:00:00,123523.14,186989.98,30000.0,118690.86,26.56844,118423.86400000002,117776.42266666665,1
2025-07-31 07:00:00,118374.39,181775.13,59311.99,118687.82,6.0671,119013.81400000001,117841.40733333332,1
2025-07-31 08:00:00,118665.97,130486.4,118374.91,118626.01,5.6804,119051.71399999999,117896.33466666666,1
2025-07-31 09:00:00,118626.01,119101.47,118312.32,118617.95,2.86318,119312.34,118019.44733333333,1
2025-07-31 10:00:00,118617.96,118784.62,30000.0,118508.44,6.33711,118626.21599999999,118171.21333333335,1
2025-07-31 11:00:00,118763.42,119007.81,117899.3,118364.79,5.72396,118561.00200000001,118270.49266666666,1
2025-07-31 12:00:00,118342.94,118645.1,117951.97,118626.18,12.58421,118548.674,118426.66733333333,1
2025-07-31 13:00:00,118626.18,118692.08,117711.32,118573.28,13.16674,118538.128,118451.80600000001,1
2025-07-31 14:00:00,118568.63,119071.21,117273.45,117913.19,13.17513,118397.176,118379.84000000001,1
2025-07-31 15:00:00,117913.18,121615.28,30000.0,118297.31,30.31667,118354.95,118425.97466666668,-1
2025-07-31 16:00:00,118297.31,143001.59,31748.44,118537.52,15.24438,118389.496,118458.12066666667,-1
2025-07-31 17:00:00,118538.52,118737.14,95228.44,117733.18,14.9513,118210.896,118591.12800000001,-1
2025-07-31 18:00:00,117728.0,125287.06,115138.55,117657.66,3.39434,118027.772,118539.20466666667,-1
2025-07-31 19:00:00,117658.81,145147.03,26028.89,116788.57,17.35332,117802.848,118504.12133333334,-1
2025-07-31 20:00:00,116785.78,147174.37,100000.0,116514.0,18.00543,117446.18600000002,118142.45066666667,-1
2025-07-31 21:00:00,116514.0,147179.23,60000.0,115988.82,12.9634,116936.446,117962.31466666666,-1
2025-07-31 22:00:00,116536.96,147318.8,115924.39,116562.13,11.53076,116702.236,117820.602,-1
2025-07-31 23:00:00,116512.13,147318.8,78852.76,115770.01,12.60291,116324.706,117630.202,-1
2025-08-01 00:00:00,115764.08,255561.18,30000.0,114442.83,18.08086,115855.558,117351.86066666667,-1
2025-08-01 01:00:00,114442.83,131815.33,101557.3,115338.36,9.05208,115620.43000000001,117140.52199999998,-1
2025-08-01 02:00:00,115338.36,139567.17,88519.52,115957.42,7.68945,115614.15,116980.03066666667,-1
2025-08-01 03:00:00,115966.12,116464.26,115621.74,115652.51,5.20842,115432.226,116781.78600000001,-1
2025-08-01 04:00:00,115648.03,116223.26,88888.0,115712.88,9.60859,115420.8,116591.09266666666,-1
2025-08-01 05:00:00,115695.53,116255.26,33000.0,115544.2,15.03012,115641.074,116433.15999999999,-1
2025-08-01 06:00:00,115544.2,200000.0,69374.87,115156.52,9.05393,115604.706,116223.77399999999,-1
2025-08-01 07:00:00,115156.52,120000.0,77777.0,115090.33,4.78754,115431.28799999999,115993.96133333333,-1
2025-08-01 08:00:00,115081.76,115120.92,94777.9,114655.99,10.65597,115231.98400000001,115788.81533333333,-1
2025-08-01 09:00:00,114645.17,189096.88,69924.28,114975.3,31.72618,115084.46800000002,115609.99133333334,-1
2025-08-01 10:00:00,114975.3,237869.94,33045.54,114753.61,36.426,114926.35,115474.32733333333,-1
2025-08-01 11:00:00,114810.31,115336.98,114608.09,115305.64,13.50862,114956.174,115393.77,-1
2025-08-01 12:00:00,115295.04,115900.0,115210.14,115747.09,57.76562,115087.526,115377.65466666665,-1
2025-08-01 13:00:00,115732.47,116011.99,114186.0,114367.9,63.97673,115029.90800000001,115231.37266666668,-1
2025-08-01 14:00:00,114367.9,115831.27,114078.96,115619.8,51.77077,115158.808,115221.35866666668,-1
2025-08-01 15:00:00,115619.8,115628.98,40000.0,115363.71,22.62363,115280.82800000001,115282.75066666667,-1
2025-08-01 16:00:00,115347.36,115754.86,114817.81,115007.82,24.77253,115221.26400000001,115260.71466666668,-1
2025-08-01 17:00:00,115015.81,115104.02,114345.0,114388.32,56.58636,114949.51000000001,115156.108,-1
2025-08-01 18:00:00,114419.99,114496.59,113743.77,113830.11,36.28983,114841.952,115034.61466666666,-1
2025-08-01 19:00:00,113830.11,114124.0,113221.94,113322.57,77.21047,114382.50600000001,114875.26066666668,-1
2025-08-01 20:00:00,113322.78,113980.0,113184.99,113951.09,62.72976,114099.982,114769.05333333333,-1
2025-08-01 21:00:00,113951.09,114094.08,113715.14,113892.11,33.30916,113876.84,114684.75933333334,-1
2025-08-01 22:00:00,113892.12,114045.46,31000.0,113182.0,56.22052,113635.576,114557.53733333334,-1
2025-08-01 23:00:00,113182.01,115765.09,112961.02,113297.93,65.61313,113529.13999999998,114467.0,-1
2025-08-02 00:00:00,113297.93,151896.19,31000.0,113817.16,46.50836,113628.058,114389.79066666665,-1
2025-08-02 01:00:00,113822.97,113909.3,63470.39,113674.24,14.58363,113572.688,114317.83266666667,-1
2025-08-02 02:00:00,113674.23,152196.08,63470.39,113702.24,18.79326,113534.714,114210.93933333333,-1
2025-08-02 03:00:00,113703.28,113909.87,86609.95,113909.87,22.38247,113680.28799999999,114088.45800000001,-1
2025-08-02 04:00:00,113909.87,152196.08,109330.29,114025.76,18.36976,113825.854,114065.64866666666,-1
2025-08-02 05:00:00,114025.75,152795.87,113855.02,113981.07,25.74479,113858.63599999998,113956.4,-1
2025-08-02 06:00:00,113981.07,153845.5,91248.93,113697.85,46.77851,113863.35800000001,113845.34266666666,1
2025-08-02 07:00:00,113697.84,207098.39,102592.8,113986.22,32.01997,113920.15400000001,113777.23599999999,1
2025-08-02 08:00:00,113988.19,114040.29,92453.63,113682.19,16.96113,113874.61799999999,113730.16066666668,1
2025-08-02 09:00:00,113682.19,113852.0,77777.0,113690.71,14.53034,113807.60800000001,113720.86733333333,1
2025-08-02 10:00:00,113690.7,113704.0,113430.0,113557.68,23.1227,113722.93000000001,113736.54133333333,-1
2025-08-02 11:00:00,113550.89,113914.26,113451.77,113791.54,14.53633,113741.66799999999,113725.90466666667,1
2025-08-02 12:00:00,113791.53,113791.53,113564.99,113630.0,11.09482,113670.424,113708.43066666667,-1
2025-08-02 13:00:00,113629.99,113630.0,102855.59,113462.01,32.74879,113626.38799999999,113727.098,-1
2025-08-02 14:00:00,113462.01,113530.0,112794.87,113117.68,55.51854,113511.782,113715.08133333334,-1
2025-08-02 15:00:00,113117.68,113401.89,112824.41,112840.7,46.21419,113368.38599999998,113649.984,-1
2025-08-02 16:00:00,112840.71,113261.16,112149.23,113200.25,60.34993,113250.128,113618.38466666666,-1
2025-08-02 17:00:00,113200.24,113420.0,30000.0,112724.03,38.04405,113068.93399999998,113553.17066666666,-1
2025-08-02 18:00:00,112724.03,112876.34,112100.0,112330.39,107.62076,112842.60999999999,113447.872,-1
2025-08-02 19:00:00,112319.99,112899.0,112013.99,112222.31,60.44648,112663.53600000001,113327.64199999999,-1
2025-08-02 20:00:00,112229.42,112726.06,112069.86,112726.06,29.81841,112640.60800000001,113243.97466666666,-1
2025-08-02 21:00:00,112746.41,113058.82,112562.02,112859.32,21.98398,112572.42199999999,113188.07266666667,-1
2025-08-02 22:00:00,112859.33,113000.0,112555.0,112862.14,13.62378,112600.044,113113.134,-1
2025-08-02 23:00:00,112862.14,113500.0,112280.86,112552.01,50.53964,112644.36799999999,113037.78866666666,-1
2025-08-03 00:00:00,112546.34,112983.12,110157.46,112963.99,28.77408,112792.704,112989.34066666666,-1
2025-08-03 01:00:00,112936.83,113999.5,112841.46,113139.4,15.28865,112875.372,112961.45533333333,-1
2025-08-03 02:00:00,113113.08,113505.61,113100.0,113505.61,24.52575,113004.63,112942.39333333333,1
2025-08-03 03:00:00,113517.58,113740.69,113444.75,113614.8,19.49229,113155.16200000001,112941.37999999999,1
2025-08-03 04:00:00,113604.2,113604.2,100883.32,113458.07,47.585,113336.374,112941.11733333333,1
2025-08-03 05:00:00,113468.41,113658.99,113408.22,113623.8,16.64444,113468.33600000001,112974.85866666668,1
2025-08-03 06:00:00,113623.8,113636.5,113472.54,113534.0,10.40907,113547.25600000001,113021.07866666668,1
2025-08-03 07:00:00,113550.0,113720.15,113550.0,113700.0,10.87781,113586.134,113054.39533333335,1
2025-08-03 08:00:00,113699.99,113790.0,113572.95,113692.0,20.17658,113601.574,113118.92666666668,1
2025-08-03 09:00:00,113692.0,114729.29,113630.62,113654.95,37.76242,113640.95,113207.23066666667,1
2025-08-03 10:00:00,113654.95,113900.0,113654.94,113899.99,11.89193,113696.188,113319.07600000002,1
2025-08-03 11:00:00,113899.99,114232.01,113862.18,113862.18,22.27224,113761.824,113394.81733333334,1
2025-08-03 12:00:00,113862.19,114098.45,113666.63,114009.99,34.5916,113823.822,113471.52866666667,1
2025-08-03 13:00:00,114010.01,114095.34,109700.0,113939.0,27.02862,113873.222,113543.31933333333,1
2025-08-03 14:00:00,113938.99,115250.63,113600.0,113798.0,31.9711,113901.83200000001,113626.38533333334,1
2025-08-03 15:00:00,113798.01,113959.06,30000.0,113959.05,37.17094,113913.644,113692.72266666667,1
2025-08-03 16:00:00,113959.05,114026.82,105000.0,113995.16,19.12534,113940.23999999999,113749.77333333333,1
2025-08-03 17:00:00,113995.16,114155.75,113955.69,114117.41,23.74833,113961.724,113790.56000000001,1
2025-08-03 18:00:00,114117.41,114438.16,114070.86,114371.73,11.25701,114048.26999999999,113841.02200000001,1
2025-08-03 19:00:00,114371.74,115250.63,114259.96,114280.0,30.8423,114144.67,113895.81733333334,1
2025-08-03 20:00:00,114279.99,115250.63,114172.8,114431.57,33.95773,114239.174,113949.66866666666,1
2025-08-03 21:00:00,114429.58,114521.68,114363.46,114439.92,30.91816,114328.126,114010.06333333332,1
2025-08-03 22:00:00,114439.92,114612.24,114066.57,114324.86,33.94067,114369.616,114051.72066666666,1
2025-08-03 23:00:00,114324.83,114499.99,114176.0,114208.8,38.49869,114337.03,114086.17399999998,1
2025-08-04 00:00:00,114208.8,114952.24,114107.6,114890.78,51.28021,114459.18600000002,114168.56266666666,1
2025-08-04 01:00:00,114890.78,114984.57,114620.14,114671.96,29.23719,114507.26400000001,114220.02733333333,1
2025-08-04 02:00:00,114671.95,114877.98,114431.04,114781.23,61.56633,114575.526,114281.29733333334,1
2025-08-04 03:00:00,114781.23,114799.0,114527.73,114580.0,29.44573,114626.554,114319.298,1
2025-08-04 04:00:00,114580.01,114653.5,114345.74,114383.54,35.50044,114661.50200000001,114348.934,1
2025-08-04 05:00:00,114383.54,114418.65,114188.01,114391.25,23.3105,114561.59599999999,114388.484,1
2025-08-04 06:00:00,114391.25,114482.48,114148.58,114423.76,28.07356,114511.956,114419.46466666667,1
2025-08-04 07:00:00,114423.76,114882.23,114404.54,114652.97,85.57264,114486.304,114463.31866666667,1
2025-08-04 08:00:00,114652.97,114750.0,114360.99,114546.25,20.16209,114479.554,114491.908,-1
2025-08-04 09:00:00,114546.24,115250.63,114302.29,114315.5,32.12987,114465.946,114488.15933333333,-1
2025-08-04 10:00:00,114325.91,114506.16,114234.58,114251.83,14.87598,114438.06199999999,114486.28133333333,-1
2025-08-04 11:00:00,114251.82,114606.7,114217.97,114493.08,24.96267,114451.926,114490.382,-1
2025-08-04 12:00:00,114493.08,114535.48,114184.24,114444.37,75.33969,114410.206,114490.67866666666,-1
2025-08-04 13:00:00,114444.37,115250.63,114124.81,114913.48,52.27983,114483.652,114529.92,-1
2025-08-04 14:00:00,114913.89,117712.26,114508.91,114726.21,86.32163,114565.794,114564.414,1
2025-08-04 15:00:00,114736.78,115020.27,114560.34,114839.91,37.83426,114683.41,114561.02266666667,1
2025-08-04 16:00:00,114826.0,117712.26,114826.0,115301.0,56.27239,114844.99399999999,114602.95866666667,1
2025-08-04 17:00:00,115301.0,156149.28,115148.08,115188.7,52.42898,114993.86000000002,114630.12333333334,1
2025-08-04 18:00:00,115193.41,115482.7,30000.0,114970.36,33.73618,115005.23599999999,114656.14733333333,1
2025-08-04 19:00:00,114960.26,120785.48,109202.23,114757.34,64.05199,115011.46200000001,114681.06733333334,1
